"codigo","nombre","codigo_departamento"
73411,"LIBANO",73
73443,"MARIQUITA",73
73449,"MELGAR",73
73483,"NATAGAIMA",73
73504,"ORTEGA",73
73547,"PIEDRAS",73
73555,"PLANADAS",73
73563,"PRADO",73
73585,"PURIFICACION",73
73616,"RIOBLANCO",73
73624,"ROVIRA",73
73671,"SALDAÑA",73
73675,"SAN ANTONIO",73
73678,"SAN LUIS",73
73686,"SANTA ISABEL",73
73854,"VALLE DE SAN JUAN",73
73861,"VENADILLO",73
73873,"VILLARICA",73
76001,"CALI",76
76036,"ANDALUCIA",76
76041,"ANSERMANUEVO",76
76054,"ARGELIA",76
76109,"BUENAVENTURA",76
76111,"BUGA",76
76113,"BUGALAGRANDE",76
76122,"CAICEDONIA",76
76126,"DARIEN",76
76147,"CARTAGO",76
76233,"DAGUA",76
76243,"EL AGUILA",76
76246,"EL CAIRO",76
76248,"EL CERRITO",76
76275,"FLORIDA",76
76306,"GINEBRA",76
76318,"GUACARI",76
76364,"JAMUNDI",76
76377,"LA CUMBRE",76
76403,"LA VICTORIA",76
76497,"OBANDO",76
76563,"PRADERA",76
76606,"RESTREPO",76
76616,"RIOFRIO",76
76622,"ROLDANILLO",76
76736,"SEVILLA",76
76823,"TORO",76
76828,"TRUJILLO",76
76834,"TULUA",76
76845,"ULLOA",76
76863,"VERSALLES",76
76869,"VIJES",76
76892,"YUMBO",76
76895,"ZARZAL",76
81001,"ARAUCA",81
81065,"ARAUQUITA",81
81591,"PUERTO RONDON",81
81736,"SARAVENA",81
81794,"TAME",81
85001,"YOPAL",85
85015,"CHAMEZA",85
85125,"HATO COROZAL",85
85136,"LA SALINA",85
85139,"MANI",85
85162,"MONTERREY",85
85225,"NUNCHIA",85
85263,"PORE",85
85279,"RECETOR",85
85315,"SACAMA",85
85325,"SAN LUIS DE PALENQUE",85
86001,"MOCOA",86
86219,"COLON",86
86568,"PUERTO ASIS",86
86569,"PUERTO CAICEDO",86
86571,"PUERTO GUZMAN",86
86573,"PUERTO LEGUIZAMO",86
86749,"SIBUNDOY",86
86755,"SAN FRANCISCO",86
86757,"SAN MIGUEL (LA DORADA)",86
86865,"VALLE DEL GUAMUEZ",86
86885,"VILLAGARZON",86
88001,"SAN ANDRES",88
88564,"PROVIDENCIA",88
91001,"LETICIA",91
91405,"LA CHORRERA (CD)",91
91407,"LA PEDRERA (CD)",91
91669,"PUERTO SANTANDER (CD)",91
91798,"TARAPACA (CD)",91
94001,"PUERTO INIRIDA",94
94343,"BARRANCO MINAS (CD)",94
94663,"MAPIRIPANA (CD)",94
94883,"SAN FELIPE (CD)",94
94884,"PUERTO COLOMBIA (CD)",94
94887,"PANA PANA (CAMPO ALEGRE) (CD)",94
95001,"SAN JOSE DEL GUAVIARE",95
95015,"CALAMAR",95
95025,"EL RETORNO",95
97001,"MITU",97
97161,"CARURU",97
97511,"PACOA (CD)",97
97666,"TARAIRA",97
97889,"YAVARATE (CD)",97
99001,"PUERTO CARREÑO",99
99524,"LA PRIMAVERA",99
99624,"SANTA ROSALIA",99
99773,"CUMARIBO",99
